,COUNTRYNAME,YEAR,"Agriculture, forestry, and fishing, value added (% of GDP)",GDP (current US$),"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Population, total","Services, value added (% of GDP)","Stocks traded, total value (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)(current US$)","Industry (including construction), value added (% of GDP)(current US$)","Services, value added (% of GDP)(current US$)","Stocks traded, total value (% of GDP)(current US$)",Tax revenue (% of GDP)(current US$),Trade (% of GDP)(current US$),GDP per Capita,GDP Growth
474,Qatar,2024,0.28886217,217983000000.0,58.48980034,-0.418750229,2857822.0,45.9118189,13.41237822,,,62967042403.10999,12749782147514.22,10007996019278.7,2923670441530.2603,,,76275.91921400283,2.337995239503665
475,Russian Federation,2000,5.751715628,259710000000.0,33.91897032,37.69792821,146596869.0,49.71770944,,13.72553445,68.09390704,1493778065747.8801,8809095781807.2,12912186318662.4,,3564658552009.5,17684668597358.402,1771.5930890720456,19.14231843767633
476,Russian Federation,2001,5.875721568,306602000000.0,31.83735412,16.47961936,145976482.0,51.46595396,9.198144012,15.7786996,61.11085866,1801507984191.936,9761396447900.24,15779564416043.92,2820169350367.224,4837780854759.2,18736711486873.32,2100.3520279383088,18.05552346848407
477,Russian Federation,2002,5.565713753,345470000000.0,29.05639281,15.66190631,145306497.0,53.84374139,13.79782088,13.63496607,59.64544573,1922787130248.91,10038112024070.7,18601397338003.3,4766733179413.6,4710471728202.9,20605712136343.098,2377.526174896364,12.677021023998547
478,Russian Federation,2003,5.502946052,430347000000.0,28.65313499,13.65713681,144648618.0,53.81745508,18.52524176,13.3140302,59.12826901,2368176324640.044,12330790683541.531,23160180341312.76,7972282215690.72,5729652954479.399,25445673183646.47,2975.1200249974045,24.56855877500217
479,Russian Federation,2004,4.904441948,591017000000.0,31.70222243,20.25514958,144067316.0,50.65827059,20.08296921,13.23402539,56.5818524,2898608566781.1157,18736552393911.31,29939899109290.03,11869376213586.57,7821533983921.63,33440836659890.8,4102.366979613891,37.33498781216089
480,Russian Federation,2005,4.255916006,764016000000.0,32.62923207,19.27943213,143518814.0,48.80604449,19.35634923,16.62290968,56.71324849,3251587923240.0957,24929255369193.12,37288598887071.836,14788560513307.68,12700168962074.879,43329829258335.836,5323.455362444675,29.271408436643952
481,Russian Federation,2006,3.861312471,989932000000.0,31.78026059,15.12040663,143049637.0,49.72147556,58.85749304,16.56821576,54.73340187,3822436777041.972,31460296926379.883,49220879744061.92,58264915800073.28,16401406963728.32,54182345979972.84,6920.199315151006,29.569537810726487
482,Russian Federation,2007,3.778901706,1299700000000.0,31.2220408,13.84123924,142805114.0,50.67304761,98.25481898,16.55131306,51.70612275,4911438547288.2,40579286427760.0,65859759978717.0,127701788228306.0,21511741584081.996,67202447738175.0,9101.2146805891,31.29184630863535
483,Russian Federation,2008,3.753341188,1660850000000.0,30.7868817,18.01351834,142742366.0,50.69568778,69.54357409,15.81806782,53.38246604,6233736712089.8,51132392471445.0,84197933049413.0,115501445027376.52,26271437938847.0,88660268722534.0,11635.29824074795,27.78718165730554
484,Russian Federation,2009,4.084448697,1222650000000.0,29.32693903,1.970612603,142785348.0,53.7665267,41.74471038,12.95635241,48.43506103,4993851199387.05,35856582005029.5,65737643869755.0,51039170146107.0,15841084274086.498,59219127368329.5,8562.853381846995,-26.384080440738177
485,Russian Federation,2010,3.343898249,1524920000000.0,29.99958822,14.19110957,142849468.0,53.12021224,33.23801457,13.04834885,50.35550549,5099177317865.08,45746972068442.4,81004074049020.8,50685313178084.4,19897688128342.0,76788117431810.8,10675.013504425511,24.722528933055244
486,Russian Federation,2011,3.150725721,2045920000000.0,29.41358884,24.46008606,143018195.0,53.79758317,27.08956138,13.95420368,48.03539941,6446132767108.32,60177849679532.8,110065551359166.4,55423075418569.6,28549184392985.6,98276584360907.19,14305.312691157933,34.16572672664795
487,Russian Federation,2012,2.926030878,2208290000000.0,29.10286807,8.907868421,143378447.0,54.50964682,15.41079896,13.75467304,47.15139039,6461524727578.62,64267572530300.3,120373107976137.8,34031513235378.4,30374306927501.6,104123943884333.11,15401.82674736322,7.936282943614614
488,Russian Federation,2013,2.993600488,2292470000000.0,28.19128918,5.320138872,143805638.0,56.12160455,10.27319668,12.93349245,46.2871494,6862739310725.359,64627684706474.59,128657094782738.5,23550995192999.6,29649643436851.5,106111901385018.0,15941.447302643308,3.811999329798166
489,Russian Federation,2014,3.360605488,2059240000000.0,27.93152706,7.490071117,144237223.0,55.68483069,7.766923065,13.2553613,47.80134126,6920293245109.12,57517717783034.4,114668430750075.6,15993958652370.602,27295970203412.0,98434433976242.4,14276.758503593765,-10.173742731638802
490,Russian Federation,2015,3.873104487,1363480000000.0,29.79405999,7.249735907,144640716.0,56.14249097,8.604194579,10.64209481,49.35934931,5280900505934.76,40623604915165.2,76549163587775.6,11731647224574.92,14510283431538.799,67300485597198.8,9426.667937678074,-33.78722247042598
491,Russian Federation,2016,3.840217285,1276790000000.0,29.17390507,2.844222698,145015460.0,57.01232515,10.93201001,9.1831221,46.51811984,4903151027315.15,37248950254325.3,72792766628268.5,13957881060667.9,11724918466059.0,59393870230513.59,8804.509532983586,-6.357995716842202
492,Russian Federation,2017,3.55363209,1574200000000.0,30.67329689,5.349815088,145293260.0,56.03276847,9.243726302,10.28840567,46.87652434,5594127636078.0,48285903964238.0,88206784125474.0,14551473944608.4,16196008205714.0,73793024616028.0,10834.638853860117,23.293572161436103
493,Russian Federation,2018,3.394253381,1657330000000.0,32.55429805,9.997976711,145398106.0,53.42880552,8.879964697,11.4687676,51.58090037,5625397955932.7295,53953214787206.5,88549162252461.6,14717031891279.01,19007532606508.0,85486573610212.11,11398.566636074338,5.280777537796966
494,Russian Federation,2019,3.530302914,1693120000000.0,32.15049584,3.263132819,145453291.0,54.17294421,10.67389691,10.93839974,49.22875366,5977226469751.68,54434647516620.8,91721295300835.19,18072188336259.2,18520023367788.8,83350187396819.2,11640.300390315679,2.1594975050231335
495,Russian Federation,2020,4.006351634,1493080000000.0,29.71712458,0.898246027,145245148.0,56.3729429,18.52510921,10.79911962,45.9669082,5981803497692.72,44370044367906.4,84169313585132.0,27659470059266.8,16123949522229.602,68632271295256.0,10279.723767433525,-11.814874314874313
496,Russian Federation,2021,3.67156379,1829190000000.0,31.78599915,18.20910074,144746762.0,54.20549126,17.86578683,11.69663121,50.58619546,6715987769030.1,58142631785188.5,99152142557879.4,32679918611567.703,21395360843019.9,92531762873477.39,12637.173880269598,22.51118493315831
497,Russian Federation,2022,3.420293536,2291610000000.0,32.23014357,18.18468926,144236933.0,55.13000907,8.839662616,10.84786915,42.78278643,7837978870032.96,73858919306447.7,126336480084902.7,20257059247451.76,24859085422831.5,98041461210852.3,15887.817026725048,25.280041985796984
498,Russian Federation,2023,2.972235898,2071510000000.0,30.40813292,7.998570997,143826130.0,56.73546281,10.35149879,12.07280139,40.83432641,6157016385065.98,62990751425109.2,117528078565543.11,21443233258472.902,25008928807398.902,84588715501579.11,14402.876584386995,-9.60460113195526
499,Russian Federation,2024,2.743572434,2173840000000.0,30.72013265,9.27567104,143533851.0,57.52561194,,,39.50816477,5964087499926.56,66780653159876.0,125051476259649.6,,,85884428903616.8,15145.138131910082,4.939874777336328
500,Saudi Arabia,2000,4.900933049,189515000000.0,53.45028219,11.90917294,16177722.0,40.29107293,,,68.1664488,928800326781.235,10129630229237.85,7635762686328.95,,,12918564544332.0,11714.566488409184,-91.28201707577375
501,Saudi Arabia,2001,5.134855673,184138000000.0,50.78129978,-3.171085173,17041397.0,43.05070411,12.10562101,,63.56058368,945522053914.8739,9350766978889.639,7927270553407.18,2229104841539.38,,11703918757667.84,10805.334797376061,-2.8372424346357783
502,Saudi Arabia,2002,5.037537516,189606000000.0,51.00264127,3.683409625,17910910.0,42.92103479,18.81698105,,64.59279741,955147338258.696,9670406800639.62,8138085722392.74,3567812508966.3,,12247181945720.46,10586.0617913886,2.969511996437446
503,Saudi Arabia,2003,4.471881761,215808000000.0,53.96396051,4.64323555,18786767.0,40.56487318,73.70291951,,69.83117071,965067859077.888,11645854389742.08,8754224151229.439,15905679653614.08,,15070125288583.68,11487.234605081332,13.819182937248819
504,Saudi Arabia,2004,3.868355933,258742000000.0,56.70562094,10.36880798,19669480.0,38.51659773,182.7846103,,75.08283666,1000906150816.286,14672125773257.48,9965861529855.66,47294055638242.6,,19427083323081.72,13154.491120253306,19.89453588374852
505,Saudi Arabia,2005,3.185401671,328460000000.0,61.73723625,19.72884483,20559890.0,34.25551951,335.9726647,,81.95407594,1046277032856.66,20278212618675.0,11251567938254.6,110353581447362.0,,26918635783252.4,15975.766407310544,26.944987671116394
506,Saudi Arabia,2006,2.919961941,376900000000.0,62.53699103,11.00533409,21459144.0,33.7619581,372.2599106,,89.94460468,1100533655562.9,23570191919207.0,12724882007890.0,140304760305140.0,,33900121503892.0,17563.608315410904,14.74761005906351
507,Saudi Arabia,2007,2.742767478,415965000000.0,62.69342268,8.046547058,22368313.0,33.80676624,163.9436981,,94.8633171,1140895273986.27,26078269565086.2,14062431519021.602,68194840380166.5,,39459819697501.5,18596.172183391747,10.364818254178832
508,Saudi Arabia,2008,2.292690785,519797000000.0,66.42934316,17.70288679,23287877.0,30.5115127,100.6790731,,96.10263087,1191733791970.645,34529773286538.52,15859792766921.9,52332680160160.695,,49953859218333.39,22320.49748459252,24.961715528950744
509,Saudi Arabia,2009,2.830434331,429098000000.0,54.64500095,-16.55883993,24217654.0,41.72319353,78.09637988,,84.85834156,1214533710563.438,23448060617643.098,17903338897335.94,33511000413748.242,,36412544646712.88,17718.39667046197,-17.44892717734039
510,Saudi Arabia,2010,2.619122385,528207000000.0,58.03144017,17.19132715,23978487.0,38.60886985,38.09315898,2.529612102,82.54968502,1383438777613.6948,30652612917875.19,20393475316858.95,20121073225348.86,1336158819561.114,43603321475359.14,22028.370680768974,23.097054752061297
511,Saudi Arabia,2011,2.152888291,680661000000.0,63.08038698,15.303968,25091867.0,34.0894613,42.81660998,2.299686814,84.35943424,1465387097040.351,42936359282193.78,23203366817919.3,29143596565596.78,1565307126504.0542,57420176869232.64,27126.75784548037,28.862548205533066
512,Saudi Arabia,2012,2.062095148,751921000000.0,61.94289828,4.451344614,26168861.0,35.23269278,67.98294547,2.484586154,81.74067855,1550532645779.308,46576166017595.88,26492201587830.38,51117804340747.875,1868212505501.834,61462532755994.55,28733.4248135599,10.469235052397586
513,Saudi Arabia,2013,2.147832871,769756000000.0,58.97025688,-0.557435662,27624004.0,38.14844813,47.08017548,2.651854233,80.25150143,1653307239449.4758,45392709054921.28,29364996838756.277,36240247556782.88,2041280706977.148,61774074734751.086,27865.475258402075,2.3719247101756658
514,Saudi Arabia,2014,2.279404192,787153000000.0,56.16534048,-1.696261367,28309273.0,40.75842598,72.08154221,2.662929768,78.00011112,1794239847945.376,44210716254853.44,32083117285434.938,56739202195228.125,2096133155670.5042,61398021468441.36,27805.482677001277,2.2600668263709434
515,Saudi Arabia,2015,2.753870317,693414000000.0,44.60116971,-15.82692919,29816382.0,51.64519225,63.01298329,3.146170602,67.10526923,1909572231992.238,30927075493289.94,35811499338841.5,43694084795052.06,2181598741815.228,46531733157851.23,23256.141539909167,-11.908612429857978
516,Saudi Arabia,2016,2.918022994,689279000000.0,42.5305962,-2.261846005,30954198.0,53.55091578,44.44937628,3.171892013,57.92166351,2011331971281.3262,29315446818139.797,36911521677922.62,30638021632902.12,2186318554828.627,39924186302509.29,22267.70662900069,-0.5963248506664076
517,Saudi Arabia,2017,2.835257009,741266000000.0,44.88993247,6.285792419,30977355.0,51.43365514,29.4604886,3.144284072,59.53197916,2101679622033.394,33275380682307.02,38126019811007.24,21838058542567.6,2330750876915.152,44129032064016.56,23929.28640937872,7.542228908758286
518,Saudi Arabia,2018,2.413961544,886565000000.0,49.01474395,15.86258828,30196281.0,46.02234001,25.89519232,7.918533798,59.10291047,2140133816256.36,43454756470031.75,40801795870965.65,22957771179180.8,7020294916623.87,52398571820835.55,29360.072520188827,19.601465600742518
519,Saudi Arabia,2019,2.453846565,888890000000.0,45.72344599,-1.366705801,30063799.0,49.06409131,24.83802235,6.601591339,56.79382049,2181199673162.85,40643113906051.1,43612580124545.9,22078269686691.5,5868088525323.71,50483459095356.1,29566.78894773079,0.2622481149154421
520,Saudi Arabia,2020,2.955569746,767951000000.0,38.30045451,-10.18849447,31552510.0,54.58749636,63.20963624,7.876200646,47.53315923,2269732742010.4463,29412872341409.01,41920522417158.36,48541903360144.24,6048536162296.346,36503137163837.734,24338.824391466795,-13.60562049297438
521,Saudi Arabia,2021,2.448127927,982661000000.0,45.9573311,20.12699453,30784383.0,45.80183496,60.37769686,8.605345834,50.88392634,2405679836873.7466,45160476936057.09,45007676943628.56,59330807974144.46,8456137742584.273,50001649941190.74,31920.763199964087,27.95881508064968
522,Saudi Arabia,2022,2.214791591,1239080000000.0,53.12377059,12.58320671,32175224.0,40.20665305,36.11677403,6.953445922,56.82416477,2744303964576.28,65824601662657.2,49819259661194.0,44751572365092.41,8615875773031.761,70409686083211.61,38510.37680421432,26.094349933496908
523,Saudi Arabia,2023,2.457692991,1218580000000.0,47.60533095,-2.184446262,33702731.0,44.75498568,28.15875392,7.804403937,54.16901183,2994895524972.7803,58010904189051.0,54537530449934.4,34313694351833.598,9510290549549.46,66009274435801.41,36156.71382832448,-1.6544533040643072
524,Saudi Arabia,2024,2.540307714,1237530000000.0,44.83507684,-0.248757756,35300280.0,47.15929819,38.30595065,,54.80448472,3143707005306.42,55484752641805.195,58361046289070.7,47404763107894.5,,67822193975541.59,35057.22900781524,1.555088709809782
525,Singapore,2000,0.092131733,96076539926.0,32.4585045,3.863477518,4027887.0,60.66451974,99.03884973,14.85578908,364.3645205,8851698124.026072,3118500803532.5005,5828437152891.726,9515310000309.459,1427292812676.8547,35006882401436.098,23852.838951539605,-92.23642740571945
526,Singapore,2001,0.082356656,89793790670.0,30.37966108,-1.814431731,4138012.0,63.59363423,79.1742942,14.58551915,349.2921057,7395116329.1452,2727904927643.0664,5710313479993.167,7109359999839.796,1309689053368.3762,31364262221909.312,21699.741486974905,-6.539316737300382
527,Singapore,2002,0.0710328,92538372870.0,30.74567542,-0.896915632,4175950.0,63.97695568,68.13151998,12.68873934,349.746014,6573259732.400135,2845154776155.954,5920323379803.305,6304780000109.095,1174195292295.1577,32364927053328.242,22159.837371137106,3.056538965023292
528,Singapore,2003,0.061134072,97646401096.0,30.22480292,-1.799048869,4114826.0,64.34872521,96.61032966,12.44607416,377.2185643,5969522115.143743,2951343228973.872,6283421431871.946,9433650999997.146,1215314349497.9214,36834035230495.07,23730.384005544827,5.519902790138609
529,Singapore,2004,0.05564899,115034000000.0,31.88589386,3.95952822,4166664.0,63.07257513,96.33022582,11.60451158,401.5237125,6401525915.66,3667961914291.2397,7255490607504.42,11081251196977.879,1334913385093.72,46188878743725.0,27608.177669233708,17.806697132550298
530,Singapore,2005,0.055048114,127808000000.0,31.4076522,1.900518651,4265762.0,64.07318438,91.24906738,11.5770274,420.4305129,7035589354.112,4014149212377.6,8189065549239.04,11662360803703.04,1479636717939.2,53734382992723.2,29961.352743073803,11.10454300467687
531,Singapore,2006,0.048865424,148627000000.0,30.89429655,1.844183014,4401365.0,64.87685405,125.0675529,11.83102218,425.3633995,7262721372.848,4591726613336.85,9642452186889.352,18588415184868.3,1758409333546.8599,63220485977486.5,33768.38776152398,16.289277666499746
532,Singapore,2007,0.042867997,180942000000.0,28.22577096,5.916824477,4588599.0,66.0401485,210.724613,12.8204282,394.2884719,7756621113.174,5107227449044.319,11949436549887.0,38128932925446.0,2319753919364.4,71343344682529.8,39432.951103376,21.742348294724366
533,Singapore,2008,0.041432188,193617000000.0,26.41533816,-1.381555432,4839396.0,68.34796176,130.6848196,13.75439145,437.3267149,8021975943.996,5114458528524.72,13233327312085.92,25302802716493.2,2663084009374.65,84673886558793.3,40008.505193623336,7.0050071293563665
534,Singapore,2009,0.040687761,194150000000.0,27.01631937,2.953924644,4987573.0,68.00606952,130.739984,12.95492653,358.1928118,7899528798.150001,5245218405685.5,13203378397308.0,25383167893600.0,2515198985799.5,69543134410970.0,38926.74854082336,0.2752857445369017
535,Singapore,2010,0.036148989,239808000000.0,26.63587172,1.107808713,5076732.0,67.84351708,127.5173951,12.78582397,369.6855558,8668816754.112,6387495125429.76,16269418143920.639,30579691484140.8,3066142874597.76,88653553765286.39,47236.68690803454,23.51686840072109
536,Singapore,2011,0.034607601,279356000000.0,25.25959258,1.170798204,5183688.0,69.02312363,98.32825472,13.10572195,379.0986314,9667840984.956001,7056418744778.4795,19282023724782.28,27468587925560.32,3661162061064.1997,105903477273378.39,53891.360745476966,16.491526554576996
